,id,block,trial,stimA,stimB,choice,condition,rt,age,gender,familiarity,familiarity_health,uniqueness_1,uniqueness_2,uniqueness_3,uniqueness_4,anxiety_1,anxiety_2,anxiety_3,anxiety_4
0,37483,citrus,0,stimuli/citrus/4.png,stimuli/citrus/ref_image.jpg,timeout,1.0,4.0,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,citrus,1,stimuli/citrus/6.png,stimuli/citrus/3.png,k,1.0,2.551840999999513,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,citrus,2,stimuli/citrus/4.png,stimuli/citrus/3.png,d,1.0,1.4857990999998947,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,citrus,3,stimuli/citrus/4.png,stimuli/citrus/6.png,d,1.0,1.9165413000000626,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,citrus,4,stimuli/citrus/5.png,stimuli/citrus/6.png,d,1.0,1.5518834999993487,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,citrus,5,stimuli/citrus/ref_image.jpg,stimuli/citrus/6.png,d,1.0,1.8062386999999944,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,citrus,6,stimuli/citrus/3.png,stimuli/citrus/1.png,d,1.0,2.2744299000005412,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,citrus,7,stimuli/citrus/ref_image.jpg,stimuli/citrus/1.png,d,1.0,1.2681253000000652,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,citrus,8,stimuli/citrus/5.png,stimuli/citrus/3.png,k,1.0,2.2558716000003187,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,citrus,9,stimuli/citrus/5.png,stimuli/citrus/ref_image.jpg,k,1.0,1.3985656000004383,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,citrus,10,stimuli/citrus/4.png,stimuli/citrus/1.png,d,1.0,1.4521999999997206,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,citrus,11,stimuli/citrus/6.png,stimuli/citrus/1.png,d,1.0,1.8112017999992531,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,citrus,12,stimuli/citrus/1.png,stimuli/citrus/1.png,q,1.0,1.5235653999998249,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,citrus,13,stimuli/citrus/3.png,stimuli/citrus/ref_image.jpg,k,1.0,1.7185275000001639,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,citrus,14,stimuli/citrus/4.png,stimuli/citrus/5.png,d,1.0,1.2611109999998007,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,citrus,15,stimuli/citrus/5.png,stimuli/citrus/1.png,d,1.0,1.8709867000006852,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,dog1,0,stimuli/dogs/dog6.png,stimuli/dogs/dog3.png,timeout,1.0,4.0,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,dog1,1,stimuli/dogs/dog4.png,stimuli/dogs/dog5.png,k,1.0,0.5494475999994393,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,dog1,2,stimuli/dogs/dog7.png,stimuli/dogs/dog4.png,d,1.0,2.274341100000129,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,dog1,3,stimuli/dogs/dog1.png,stimuli/dogs/dog4.png,k,1.0,1.3990782999999283,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,dog1,4,stimuli/dogs/dog7.png,stimuli/dogs/dog2.png,d,1.0,1.4719098999994458,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,dog1,5,stimuli/dogs/dog6.png,stimuli/dogs/dog5.png,d,1.0,3.36227609999969,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,dog1,6,stimuli/dogs/dog2.png,stimuli/dogs/dog4.png,k,1.0,1.26571149999927,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,dog1,7,stimuli/dogs/dog4.png,stimuli/dogs/dog8.png,k,1.0,1.8247801999996227,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,dog1,8,stimuli/dogs/dog1.png,stimuli/dogs/dog7.png,k,1.0,0.9981407000004765,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,dog1,9,stimuli/dogs/dog3.png,stimuli/dogs/dog1.png,d,1.0,1.271571600000243,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,dog1,10,stimuli/dogs/dog2.png,stimuli/dogs/dog5.png,k,1.0,1.1588646999998673,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,dog1,11,stimuli/dogs/dog1.png,stimuli/dogs/dog2.png,k,1.0,1.7644356000000698,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,dog1,12,stimuli/dogs/dog2.png,stimuli/dogs/dog6.png,k,1.0,1.138054000000011,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,dog1,13,stimuli/dogs/dog6.png,stimuli/dogs/dog4.png,k,1.0,2.5765428999993674,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,dog1,14,stimuli/dogs/dog8.png,stimuli/dogs/dog6.png,d,1.0,2.8166473999999653,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,dog1,15,stimuli/dogs/dog8.png,stimuli/dogs/dog1.png,d,1.0,0.762743600000249,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,dog1,16,stimuli/dogs/dog8.png,stimuli/dogs/dog8.png,q,1.0,3.5560357000003933,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,dog1,17,stimuli/dogs/dog7.png,stimuli/dogs/dog5.png,d,1.0,3.2580498999996053,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,dog1,18,stimuli/dogs/dog3.png,stimuli/dogs/dog7.png,k,1.0,1.6781637000003684,23,male,3,3,3,2,6,6,5,5,3,5
0,37483,dog1,19,stimuli/dogs/dog3.png,stimuli/dogs/dog4.png,k,1.0,1.155780699999923,23,male,3,3,3,2,6,6,5,5,3,5
