,id,block,trial,stimA,stimB,choice,condition,rt,age,gender,familiarity,familiarity_health,uniqueness_1,uniqueness_2,uniqueness_3,uniqueness_4,anxiety_1,anxiety_2,anxiety_3,anxiety_4
0,43642,citrus,0,stimuli/citrus/3.png,stimuli/citrus/5.png,d,0.0,3.0905744000001505, 18,female,3,6,1,1,6,2,4,5,3,3
0,43642,citrus,1,stimuli/citrus/ref_image.jpg,stimuli/citrus/3.png,d,0.0,2.7244933000001765, 18,female,3,6,1,1,6,2,4,5,3,3
0,43642,citrus,2,stimuli/citrus/6.png,stimuli/citrus/3.png,d,0.0,2.521595100000013, 18,female,3,6,1,1,6,2,4,5,3,3
0,43642,citrus,3,stimuli/citrus/4.png,stimuli/citrus/3.png,d,0.0,1.4827087000003303, 18,female,3,6,1,1,6,2,4,5,3,3
0,43642,citrus,4,stimuli/citrus/5.png,stimuli/citrus/ref_image.jpg,d,0.0,1.907953500000076, 18,female,3,6,1,1,6,2,4,5,3,3
0,43642,citrus,5,stimuli/citrus/5.png,stimuli/citrus/5.png,q,0.0,3.4844371999997747, 18,female,3,6,1,1,6,2,4,5,3,3
0,43642,citrus,6,stimuli/citrus/1.png,stimuli/citrus/3.png,timeout,0.0,4.0, 18,female,3,6,1,1,6,2,4,5,3,3
0,43642,citrus,7,stimuli/citrus/6.png,stimuli/citrus/1.png,d,0.0,0.4200951000002533, 18,female,3,6,1,1,6,2,4,5,3,3
0,43642,citrus,8,stimuli/citrus/1.png,stimuli/citrus/4.png,k,0.0,1.2056564000004073, 18,female,3,6,1,1,6,2,4,5,3,3
0,43642,citrus,9,stimuli/citrus/ref_image.jpg,stimuli/citrus/1.png,k,0.0,1.0457898000004207, 18,female,3,6,1,1,6,2,4,5,3,3
0,43642,citrus,10,stimuli/citrus/6.png,stimuli/citrus/4.png,k,0.0,1.360396099999889, 18,female,3,6,1,1,6,2,4,5,3,3
0,43642,citrus,11,stimuli/citrus/6.png,stimuli/citrus/5.png,d,0.0,1.4698103999999148, 18,female,3,6,1,1,6,2,4,5,3,3
0,43642,citrus,12,stimuli/citrus/4.png,stimuli/citrus/ref_image.jpg,d,0.0,1.5238992000004146, 18,female,3,6,1,1,6,2,4,5,3,3
0,43642,citrus,13,stimuli/citrus/ref_image.jpg,stimuli/citrus/6.png,k,0.0,1.90710560000025, 18,female,3,6,1,1,6,2,4,5,3,3
0,43642,citrus,14,stimuli/citrus/1.png,stimuli/citrus/5.png,k,0.0,1.381410599999981, 18,female,3,6,1,1,6,2,4,5,3,3
0,43642,citrus,15,stimuli/citrus/4.png,stimuli/citrus/5.png,d,0.0,1.134717400000227, 18,female,3,6,1,1,6,2,4,5,3,3
0,43642,dog1,0,stimuli/dogs/dog5.png,stimuli/dogs/dog6.png,d,0.0,3.6074054999999134, 18,female,3,6,1,1,6,2,4,5,3,3
0,43642,dog1,1,stimuli/dogs/dog4.png,stimuli/dogs/dog7.png,k,0.0,0.20098649999999907, 18,female,3,6,1,1,6,2,4,5,3,3
0,43642,dog1,2,stimuli/dogs/dog5.png,stimuli/dogs/dog4.png,timeout,0.0,4.0, 18,female,3,6,1,1,6,2,4,5,3,3
0,43642,dog1,3,stimuli/dogs/dog6.png,stimuli/dogs/dog2.png,k,0.0,0.2285753999994995, 18,female,3,6,1,1,6,2,4,5,3,3
0,43642,dog1,4,stimuli/dogs/dog1.png,stimuli/dogs/dog7.png,k,0.0,1.6755292000007103, 18,female,3,6,1,1,6,2,4,5,3,3
0,43642,dog1,5,stimuli/dogs/dog3.png,stimuli/dogs/dog6.png,k,0.0,1.451250699999946, 18,female,3,6,1,1,6,2,4,5,3,3
0,43642,dog1,6,stimuli/dogs/dog5.png,stimuli/dogs/dog1.png,d,0.0,1.536769300000742, 18,female,3,6,1,1,6,2,4,5,3,3
0,43642,dog1,7,stimuli/dogs/dog3.png,stimuli/dogs/dog1.png,d,0.0,1.1409502999995311, 18,female,3,6,1,1,6,2,4,5,3,3
