,id,condition,block,trial,stimA,stimB,choice,rt
0,44650,2,dog1,13,stimuli/dogs/dog5.png,stimuli/dogs/dog2.png,d,1.4313280000001214
0,44650,2,dog1,14,stimuli/dogs/dog2.png,stimuli/dogs/dog8.png,k,1.1022839000002023
0,44650,2,dog1,15,stimuli/dogs/dog3.png,stimuli/dogs/dog4.png,d,1.6705965999999535
0,44650,2,dog1,16,stimuli/dogs/dog2.png,stimuli/dogs/dog1.png,d,1.5296468999999888
0,44650,2,dog1,17,stimuli/dogs/dog7.png,stimuli/dogs/dog1.png,d,1.4772643999999673
0,44650,2,dog1,18,stimuli/dogs/dog5.png,stimuli/dogs/dog3.png,d,2.3464945000000625
0,44650,2,dog1,19,stimuli/dogs/dog3.png,stimuli/dogs/dog8.png,k,2.373021600000129
0,44650,2,dog1,20,stimuli/dogs/dog6.png,stimuli/dogs/dog8.png,k,1.6323445000000447
0,44650,2,dog1,21,stimuli/dogs/dog5.png,stimuli/dogs/dog8.png,k,1.2492855999998937
0,44650,2,dog1,22,stimuli/dogs/dog2.png,stimuli/dogs/dog6.png,d,3.890373400000044
0,44650,2,dog1,23,stimuli/dogs/dog1.png,stimuli/dogs/dog8.png,k,1.2888229000000138
0,44650,2,dog1,24,stimuli/dogs/dog1.png,stimuli/dogs/dog3.png,k,1.1365062000002126
0,44650,2,dog1,25,stimuli/dogs/dog3.png,stimuli/dogs/dog6.png,k,1.5824734000000262
0,44650,2,dog1,26,stimuli/dogs/dog5.png,stimuli/dogs/dog1.png,d,1.0280459999999039
0,44650,2,dog1,27,stimuli/dogs/dog5.png,stimuli/dogs/dog4.png,d,1.2651666999997815
0,44650,2,dog1,28,stimuli/dogs/dog8.png,stimuli/dogs/dog7.png,d,1.3329415999999128
0,44650,2,dog2,0,stimuli/dogs/dog2.png,stimuli/dogs/dog4.png,d,2.6274806999999782
0,44650,2,dog2,1,stimuli/dogs/dog3.png,stimuli/dogs/dog5.png,d,1.5142086000000745
0,44650,2,dog2,2,stimuli/dogs/dog2.png,stimuli/dogs/dog6.png,d,1.6779097000001002
0,44650,2,dog2,3,stimuli/dogs/dog3.png,stimuli/dogs/dog6.png,d,2.870021500000121
0,44650,2,dog2,4,stimuli/dogs/dog8.png,stimuli/dogs/dog4.png,k,3.002955099999781
0,44650,2,dog2,5,stimuli/dogs/dog6.png,stimuli/dogs/dog6.png,q,2.554494099999829
0,44650,2,dog2,6,stimuli/dogs/dog1.png,stimuli/dogs/dog4.png,d,1.8338694000001396
0,44650,2,dog2,7,stimuli/dogs/dog7.png,stimuli/dogs/dog3.png,k,1.8126896999999644
0,44650,2,dog2,8,stimuli/dogs/dog7.png,stimuli/dogs/dog6.png,d,3.8855515999998715
0,44650,2,dog2,9,stimuli/dogs/dog5.png,stimuli/dogs/dog2.png,k,1.4629040999998324
0,44650,2,dog2,10,stimuli/dogs/dog4.png,stimuli/dogs/dog6.png,d,1.2561338999998952
0,44650,2,dog2,11,stimuli/dogs/dog8.png,stimuli/dogs/dog6.png,k,1.3774065000000064
0,44650,2,dog2,12,stimuli/dogs/dog8.png,stimuli/dogs/dog1.png,k,0.9698971999998776
0,44650,2,dog2,13,stimuli/dogs/dog8.png,stimuli/dogs/dog2.png,k,0.9930824999999004
0,44650,2,dog2,14,stimuli/dogs/dog8.png,stimuli/dogs/dog3.png,k,0.9486793999999463
0,44650,2,dog2,15,stimuli/dogs/dog6.png,stimuli/dogs/dog1.png,k,0.9059551999998803
0,44650,2,dog2,16,stimuli/dogs/dog4.png,stimuli/dogs/dog3.png,k,1.5474365000000034
0,44650,2,dog2,17,stimuli/dogs/dog8.png,stimuli/dogs/dog7.png,k,2.023021500000141
0,44650,2,dog2,18,stimuli/dogs/dog6.png,stimuli/dogs/dog5.png,k,2.0453864000000976
0,44650,2,dog2,19,stimuli/dogs/dog5.png,stimuli/dogs/dog4.png,k,1.1353416000001744
0,44650,2,dog2,20,stimuli/dogs/dog7.png,stimuli/dogs/dog5.png,k,0.9808422999999493
0,44650,2,dog2,21,stimuli/dogs/dog5.png,stimuli/dogs/dog8.png,d,1.0259975000001305
0,44650,2,dog2,22,stimuli/dogs/dog5.png,stimuli/dogs/dog1.png,k,0.6194432000002053
0,44650,2,dog2,23,stimuli/dogs/dog1.png,stimuli/dogs/dog7.png,d,0.9336283999998614
0,44650,2,dog2,24,stimuli/dogs/dog4.png,stimuli/dogs/dog7.png,d,1.0938893000000007
0,44650,2,dog2,25,stimuli/dogs/dog3.png,stimuli/dogs/dog1.png,k,0.7129233999999087
0,44650,2,dog2,26,stimuli/dogs/dog2.png,stimuli/dogs/dog1.png,k,0.9313904000000548
0,44650,2,dog2,27,stimuli/dogs/dog3.png,stimuli/dogs/dog2.png,k,0.9840669999998681
0,44650,2,dog2,28,stimuli/dogs/dog2.png,stimuli/dogs/dog7.png,d,0.8952820000001793
0,44650,2,dog3,0,stimuli/dogs/dog4.png,stimuli/dogs/dog1.png,d,1.8893194999998286
0,44650,2,dog3,1,stimuli/dogs/dog7.png,stimuli/dogs/dog8.png,k,0.8023906999999326
0,44650,2,dog3,2,stimuli/dogs/dog6.png,stimuli/dogs/dog2.png,d,1.6666038999999273
0,44650,2,dog3,3,stimuli/dogs/dog4.png,stimuli/dogs/dog6.png,k,1.2563164000000597
0,44650,2,dog3,4,stimuli/dogs/dog6.png,stimuli/dogs/dog6.png,q,0.9662706999999955
0,44650,2,dog3,5,stimuli/dogs/dog2.png,stimuli/dogs/dog5.png,k,1.5197524000000158
0,44650,2,dog3,6,stimuli/dogs/dog3.png,stimuli/dogs/dog6.png,k,1.100009499999942
0,44650,2,dog3,7,stimuli/dogs/dog4.png,stimuli/dogs/dog7.png,k,1.5407116999999744
0,44650,2,dog3,8,stimuli/dogs/dog5.png,stimuli/dogs/dog7.png,k,2.546415199999956
0,44650,2,dog3,9,stimuli/dogs/dog5.png,stimuli/dogs/dog6.png,k,1.1588956000000508
0,44650,2,dog3,10,stimuli/dogs/dog4.png,stimuli/dogs/dog2.png,d,2.6000000000001364
0,44650,2,dog3,11,stimuli/dogs/dog8.png,stimuli/dogs/dog4.png,d,2.0394350999999915
0,44650,2,dog3,12,stimuli/dogs/dog8.png,stimuli/dogs/dog3.png,d,1.0248074999999517
0,44650,2,dog3,13,stimuli/dogs/dog3.png,stimuli/dogs/dog2.png,d,1.0951830999999856
0,44650,2,dog3,14,stimuli/dogs/dog8.png,stimuli/dogs/dog2.png,d,1.0664054000001215
0,44650,2,dog3,15,stimuli/dogs/dog8.png,stimuli/dogs/dog5.png,d,0.9433748999999807
0,44650,2,dog3,16,stimuli/dogs/dog6.png,stimuli/dogs/dog1.png,d,1.1568373000000065
0,44650,2,dog3,17,stimuli/dogs/dog4.png,stimuli/dogs/dog3.png,k,1.969390599999997
