,Unnamed: 0.1,Unnamed: 0,id,condition,block,trial,stimA,stimB,choice,rt,age,gender,familiarity,familiarity_health,uniqueness_1,uniqueness_2,uniqueness_3,uniqueness_4,anxiety_1,anxiety_2,anxiety_3,anxiety_4
27,27,0.0,,2,dog1,11,stimuli/dogs/dog4.png,stimuli/dogs/dog8.png,k,1.9155746000001272,19,female,1,2,1,1,7,1,6,3,3,6
28,28,0.0,,2,dog1,12,stimuli/dogs/dog5.png,stimuli/dogs/dog7.png,k,2.331281099999842,19,female,1,2,1,1,7,1,6,3,3,6
29,29,0.0,,2,dog1,13,stimuli/dogs/dog3.png,stimuli/dogs/dog7.png,k,0.7925324999998793,19,female,1,2,1,1,7,1,6,3,3,6
30,30,0.0,,2,dog1,14,stimuli/dogs/dog5.png,stimuli/dogs/dog6.png,d,1.2017504999998891,19,female,1,2,1,1,7,1,6,3,3,6
31,31,0.0,,2,dog1,15,stimuli/dogs/dog4.png,stimuli/dogs/dog1.png,d,2.296420800000078,19,female,1,2,1,1,7,1,6,3,3,6
32,32,,id,condition,block,trial,stimA,stimB,choice,rt,19,female,1,2,1,1,7,1,6,3,3,6
33,33,0.0,,1,citrus,0,stimuli/citrus/5.png,stimuli/citrus/5.png,q,3.935446800000136,19,female,1,2,1,1,7,1,6,3,3,6
34,34,0.0,,2,dog1,16,stimuli/dogs/dog1.png,stimuli/dogs/dog3.png,k,2.3468697000000702,19,female,1,2,1,1,7,1,6,3,3,6
35,35,0.0,,2,dog1,17,stimuli/dogs/dog8.png,stimuli/dogs/dog3.png,d,0.8355877999999848,19,female,1,2,1,1,7,1,6,3,3,6
36,36,0.0,,2,dog1,18,stimuli/dogs/dog4.png,stimuli/dogs/dog2.png,d,1.3349698999998054,19,female,1,2,1,1,7,1,6,3,3,6
37,37,0.0,,1,citrus,1,stimuli/citrus/3.png,stimuli/citrus/6.png,k,3.3847470000000612,19,female,1,2,1,1,7,1,6,3,3,6
38,38,0.0,,1,citrus,2,stimuli/citrus/5.png,stimuli/citrus/3.png,d,1.3673627000000579,19,female,1,2,1,1,7,1,6,3,3,6
39,39,0.0,,1,citrus,3,stimuli/citrus/ref_image.jpg,stimuli/citrus/3.png,d,1.0274517000000287,19,female,1,2,1,1,7,1,6,3,3,6
40,40,0.0,,2,dog1,19,stimuli/dogs/dog5.png,stimuli/dogs/dog4.png,timeout,4,19,female,1,2,1,1,7,1,6,3,3,6
41,41,0.0,,1,citrus,4,stimuli/citrus/6.png,stimuli/citrus/1.png,k,1.3084948999999142,19,female,1,2,1,1,7,1,6,3,3,6
42,42,0.0,,1,citrus,5,stimuli/citrus/1.png,stimuli/citrus/5.png,d,0.6676372999997966,19,female,1,2,1,1,7,1,6,3,3,6
43,43,0.0,,2,dog1,20,stimuli/dogs/dog1.png,stimuli/dogs/dog7.png,k,2.110940500000197,19,female,1,2,1,1,7,1,6,3,3,6
44,44,0.0,,1,citrus,6,stimuli/citrus/6.png,stimuli/citrus/5.png,d,0.9991661000001386,19,female,1,2,1,1,7,1,6,3,3,6
45,45,0.0,,1,citrus,7,stimuli/citrus/ref_image.jpg,stimuli/citrus/4.png,d,0.8096292000000176,19,female,1,2,1,1,7,1,6,3,3,6
46,46,0.0,,2,dog1,21,stimuli/dogs/dog6.png,stimuli/dogs/dog7.png,k,2.2374611000000186,19,female,1,2,1,1,7,1,6,3,3,6
47,47,0.0,,1,citrus,8,stimuli/citrus/4.png,stimuli/citrus/1.png,d,1.6641727000001083,19,female,1,2,1,1,7,1,6,3,3,6
48,48,0.0,,2,dog1,22,stimuli/dogs/dog6.png,stimuli/dogs/dog1.png,d,1.8321917000000667,19,female,1,2,1,1,7,1,6,3,3,6
49,49,0.0,,1,citrus,9,stimuli/citrus/1.png,stimuli/citrus/3.png,k,1.1785026000000016,19,female,1,2,1,1,7,1,6,3,3,6
50,50,0.0,,1,citrus,10,stimuli/citrus/4.png,stimuli/citrus/3.png,d,1.1155867999998463,19,female,1,2,1,1,7,1,6,3,3,6
51,51,0.0,,1,citrus,11,stimuli/citrus/5.png,stimuli/citrus/4.png,k,1.1755596000000423,19,female,1,2,1,1,7,1,6,3,3,6
52,52,0.0,,1,citrus,12,stimuli/citrus/6.png,stimuli/citrus/4.png,k,0.8694540999999845,19,female,1,2,1,1,7,1,6,3,3,6
53,53,0.0,,2,dog1,23,stimuli/dogs/dog6.png,stimuli/dogs/dog3.png,timeout,4,19,female,1,2,1,1,7,1,6,3,3,6
54,54,0.0,,2,dog1,24,stimuli/dogs/dog8.png,stimuli/dogs/dog7.png,k,0.0312771999999768,19,female,1,2,1,1,7,1,6,3,3,6
55,55,0.0,,1,citrus,13,stimuli/citrus/ref_image.jpg,stimuli/citrus/6.png,d,0.8195689000001494,19,female,1,2,1,1,7,1,6,3,3,6
56,56,0.0,,1,citrus,14,stimuli/citrus/ref_image.jpg,stimuli/citrus/5.png,d,1.053339699999924,19,female,1,2,1,1,7,1,6,3,3,6
57,57,0.0,,1,citrus,15,stimuli/citrus/ref_image.jpg,stimuli/citrus/1.png,d,0.9042630999999801,19,female,1,2,1,1,7,1,6,3,3,6
58,58,0.0,,2,dog1,25,stimuli/dogs/dog5.png,stimuli/dogs/dog5.png,timeout,4,19,female,1,2,1,1,7,1,6,3,3,6
59,59,0.0,,2,dog1,26,stimuli/dogs/dog6.png,stimuli/dogs/dog4.png,d,1.1140384000000267,19,female,1,2,1,1,7,1,6,3,3,6
60,60,,id,condition,block,trial,stimA,stimB,choice,rt,19,female,1,2,1,1,7,1,6,3,3,6
61,61,0.0,,0,citrus,0,stimuli/citrus/3.png,stimuli/citrus/ref_image.jpg,timeout,4,19,female,1,2,1,1,7,1,6,3,3,6
62,62,0.0,,2,dog1,27,stimuli/dogs/dog2.png,stimuli/dogs/dog8.png,k,0.5821039999998447,19,female,1,2,1,1,7,1,6,3,3,6
63,63,0.0,,2,dog1,28,stimuli/dogs/dog2.png,stimuli/dogs/dog3.png,k,0.8112338999999338,19,female,1,2,1,1,7,1,6,3,3,6
64,64,0.0,,0,citrus,1,stimuli/citrus/6.png,stimuli/citrus/ref_image.jpg,k,3.5768783000000894,19,female,1,2,1,1,7,1,6,3,3,6
65,65,0.0,,0,citrus,2,stimuli/citrus/1.png,stimuli/citrus/ref_image.jpg,k,2.1893367999998645,19,female,1,2,1,1,7,1,6,3,3,6
66,66,0.0,,0,citrus,3,stimuli/citrus/3.png,stimuli/citrus/5.png,d,3.7783179999998993,19,female,1,2,1,1,7,1,6,3,3,6
67,67,0.0,,0,citrus,4,stimuli/citrus/6.png,stimuli/citrus/4.png,k,1.7334101999999803,19,female,1,2,1,1,7,1,6,3,3,6
68,68,0.0,,0,citrus,5,stimuli/citrus/5.png,stimuli/citrus/5.png,timeout,4,19,female,1,2,1,1,7,1,6,3,3,6
69,69,0.0,,0,citrus,6,stimuli/citrus/6.png,stimuli/citrus/3.png,d,0.3490480000000389,19,female,1,2,1,1,7,1,6,3,3,6
70,70,0.0,,0,citrus,7,stimuli/citrus/ref_image.jpg,stimuli/citrus/4.png,d,1.4686922000000777,19,female,1,2,1,1,7,1,6,3,3,6
71,71,0.0,,0,citrus,8,stimuli/citrus/1.png,stimuli/citrus/6.png,k,1.5502485000001798,19,female,1,2,1,1,7,1,6,3,3,6
72,72,0.0,,0,citrus,9,stimuli/citrus/4.png,stimuli/citrus/3.png,d,1.1925739000000704,19,female,1,2,1,1,7,1,6,3,3,6
73,73,0.0,,1,dog1,0,stimuli/dogs/dog3.png,stimuli/dogs/dog1.png,timeout,4,19,female,1,2,1,1,7,1,6,3,3,6
74,74,0.0,,0,citrus,10,stimuli/citrus/ref_image.jpg,stimuli/citrus/5.png,d,1.3781437000000096,19,female,1,2,1,1,7,1,6,3,3,6
75,75,0.0,,1,dog1,1,stimuli/dogs/dog2.png,stimuli/dogs/dog1.png,k,0.9433467999999721,19,female,1,2,1,1,7,1,6,3,3,6
76,76,0.0,,1,dog1,2,stimuli/dogs/dog8.png,stimuli/dogs/dog2.png,d,1.2733427999999094,19,female,1,2,1,1,7,1,6,3,3,6
77,77,0.0,,0,citrus,11,stimuli/citrus/5.png,stimuli/citrus/1.png,d,3.2626980000000003,19,female,1,2,1,1,7,1,6,3,3,6
78,78,0.0,,1,dog1,3,stimuli/dogs/dog4.png,stimuli/dogs/dog2.png,d,1.1041801000001215,19,female,1,2,1,1,7,1,6,3,3,6
79,79,0.0,,0,citrus,12,stimuli/citrus/4.png,stimuli/citrus/1.png,d,0.8677040000000034,19,female,1,2,1,1,7,1,6,3,3,6
80,80,0.0,,1,dog1,4,stimuli/dogs/dog7.png,stimuli/dogs/dog4.png,d,1.312514100000044,19,female,1,2,1,1,7,1,6,3,3,6
81,81,0.0,,0,citrus,13,stimuli/citrus/5.png,stimuli/citrus/6.png,k,1.3512511000001268,19,female,1,2,1,1,7,1,6,3,3,6
82,82,0.0,,1,dog1,5,stimuli/dogs/dog6.png,stimuli/dogs/dog6.png,q,2.2726118999999017,19,female,1,2,1,1,7,1,6,3,3,6
83,83,0.0,,1,dog1,6,stimuli/dogs/dog2.png,stimuli/dogs/dog7.png,k,1.2327660000000833,19,female,1,2,1,1,7,1,6,3,3,6
84,84,0.0,,1,dog1,7,stimuli/dogs/dog4.png,stimuli/dogs/dog6.png,k,0.761781800000108,19,female,1,2,1,1,7,1,6,3,3,6
85,85,0.0,,0,citrus,14,stimuli/citrus/3.png,stimuli/citrus/1.png,timeout,4,19,female,1,2,1,1,7,1,6,3,3,6
86,86,0.0,,1,dog1,8,stimuli/dogs/dog3.png,stimuli/dogs/dog2.png,d,0.7269504999999299,19,female,1,2,1,1,7,1,6,3,3,6
87,87,0.0,,0,citrus,15,stimuli/citrus/4.png,stimuli/citrus/5.png,d,1.4795916000000489,19,female,1,2,1,1,7,1,6,3,3,6
88,88,0.0,,1,dog1,9,stimuli/dogs/dog3.png,stimuli/dogs/dog4.png,k,1.3985513000000083,19,female,1,2,1,1,7,1,6,3,3,6
89,89,0.0,,1,dog1,10,stimuli/dogs/dog6.png,stimuli/dogs/dog5.png,timeout,4,19,female,1,2,1,1,7,1,6,3,3,6
90,90,0.0,,1,dog1,11,stimuli/dogs/dog3.png,stimuli/dogs/dog6.png,d,0.33681109999997716,19,female,1,2,1,1,7,1,6,3,3,6
91,91,0.0,,1,dog1,12,stimuli/dogs/dog3.png,stimuli/dogs/dog7.png,k,0.7340626999998676,19,female,1,2,1,1,7,1,6,3,3,6
92,92,0.0,,1,dog1,13,stimuli/dogs/dog1.png,stimuli/dogs/dog8.png,k,1.0411255999999867,19,female,1,2,1,1,7,1,6,3,3,6
93,93,0.0,,1,dog1,14,stimuli/dogs/dog3.png,stimuli/dogs/dog5.png,d,1.3009729000000334,19,female,1,2,1,1,7,1,6,3,3,6
94,94,0.0,,1,dog1,15,stimuli/dogs/dog5.png,stimuli/dogs/dog4.png,d,1.0675484999999298,19,female,1,2,1,1,7,1,6,3,3,6
95,95,0.0,,1,dog1,16,stimuli/dogs/dog2.png,stimuli/dogs/dog5.png,k,0.8557330999999522,19,female,1,2,1,1,7,1,6,3,3,6
96,96,0.0,,1,dog1,17,stimuli/dogs/dog8.png,stimuli/dogs/dog6.png,d,1.034190399999943,19,female,1,2,1,1,7,1,6,3,3,6
97,97,0.0,,1,dog1,18,stimuli/dogs/dog5.png,stimuli/dogs/dog1.png,k,0.8897547999999915,19,female,1,2,1,1,7,1,6,3,3,6
