,id,block,trial,stimA,stimB,choice,condition,rt,age,gender,familiarity,familiarity_health,uniqueness_1,uniqueness_2,uniqueness_3,uniqueness_4,anxiety_1,anxiety_2,anxiety_3,anxiety_4
0,43639,citrus,0,stimuli/citrus/4.png,stimuli/citrus/1.png,timeout,2.0,4.0,22,female,6,6,3,1,7,3,3,6,2,3
0,43639,citrus,1,stimuli/citrus/6.png,stimuli/citrus/5.png,d,2.0,1.747236499999417,22,female,6,6,3,1,7,3,3,6,2,3
0,43639,citrus,2,stimuli/citrus/6.png,stimuli/citrus/4.png,k,2.0,1.9052769999998418,22,female,6,6,3,1,7,3,3,6,2,3
0,43639,citrus,3,stimuli/citrus/ref_image.jpg,stimuli/citrus/3.png,d,2.0,1.947300699999687,22,female,6,6,3,1,7,3,3,6,2,3
0,43639,citrus,4,stimuli/citrus/5.png,stimuli/citrus/ref_image.jpg,k,2.0,1.7098889999997482,22,female,6,6,3,1,7,3,3,6,2,3
0,43639,citrus,5,stimuli/citrus/6.png,stimuli/citrus/ref_image.jpg,k,2.0,2.304668199999469,22,female,6,6,3,1,7,3,3,6,2,3
0,43639,citrus,6,stimuli/citrus/4.png,stimuli/citrus/ref_image.jpg,k,2.0,3.3510228000004645,22,female,6,6,3,1,7,3,3,6,2,3
0,43639,citrus,7,stimuli/citrus/4.png,stimuli/citrus/3.png,k,2.0,2.778650199999902,22,female,6,6,3,1,7,3,3,6,2,3
0,43639,citrus,8,stimuli/citrus/6.png,stimuli/citrus/3.png,d,2.0,2.924022899999727,22,female,6,6,3,1,7,3,3,6,2,3
0,43639,citrus,9,stimuli/citrus/3.png,stimuli/citrus/3.png,q,2.0,2.8815634999991744,22,female,6,6,3,1,7,3,3,6,2,3
0,43639,citrus,10,stimuli/citrus/ref_image.jpg,stimuli/citrus/1.png,k,2.0,2.5191018999994412,22,female,6,6,3,1,7,3,3,6,2,3
0,43639,citrus,11,stimuli/citrus/5.png,stimuli/citrus/4.png,k,2.0,2.5726708000001963,22,female,6,6,3,1,7,3,3,6,2,3
0,43639,citrus,12,stimuli/citrus/1.png,stimuli/citrus/5.png,d,2.0,2.285348299999896,22,female,6,6,3,1,7,3,3,6,2,3
0,43639,citrus,13,stimuli/citrus/1.png,stimuli/citrus/3.png,d,2.0,1.7474729000005027,22,female,6,6,3,1,7,3,3,6,2,3
0,43639,citrus,14,stimuli/citrus/6.png,stimuli/citrus/1.png,k,2.0,2.2065702999998393,22,female,6,6,3,1,7,3,3,6,2,3
0,43639,citrus,15,stimuli/citrus/5.png,stimuli/citrus/3.png,k,2.0,2.165680699999939,22,female,6,6,3,1,7,3,3,6,2,3
0,43639,dog1,0,stimuli/dogs/dog2.png,stimuli/dogs/dog3.png,d,2.0,1.7990604000005987,22,female,6,6,3,1,7,3,3,6,2,3
0,43639,dog1,1,stimuli/dogs/dog7.png,stimuli/dogs/dog6.png,d,2.0,1.9375128000001496,22,female,6,6,3,1,7,3,3,6,2,3
0,43639,dog1,2,stimuli/dogs/dog6.png,stimuli/dogs/dog5.png,timeout,2.0,4.0,22,female,6,6,3,1,7,3,3,6,2,3
0,43639,dog1,3,stimuli/dogs/dog3.png,stimuli/dogs/dog8.png,k,2.0,2.6860348999998678,22,female,6,6,3,1,7,3,3,6,2,3
0,43639,dog1,4,stimuli/dogs/dog6.png,stimuli/dogs/dog1.png,d,2.0,1.8377596000000267,22,female,6,6,3,1,7,3,3,6,2,3
0,43639,dog1,5,stimuli/dogs/dog3.png,stimuli/dogs/dog1.png,d,2.0,1.8240951000007044,22,female,6,6,3,1,7,3,3,6,2,3
0,43639,dog1,6,stimuli/dogs/dog7.png,stimuli/dogs/dog1.png,d,2.0,1.5569789000001037,22,female,6,6,3,1,7,3,3,6,2,3
0,43639,dog1,7,stimuli/dogs/dog2.png,stimuli/dogs/dog6.png,k,2.0,1.9261175999999978,22,female,6,6,3,1,7,3,3,6,2,3
0,43639,dog1,8,stimuli/dogs/dog8.png,stimuli/dogs/dog2.png,d,2.0,1.4896684000004825,22,female,6,6,3,1,7,3,3,6,2,3
0,43639,dog1,9,stimuli/dogs/dog2.png,stimuli/dogs/dog5.png,k,2.0,1.763782799999717,22,female,6,6,3,1,7,3,3,6,2,3
0,43639,dog1,10,stimuli/dogs/dog7.png,stimuli/dogs/dog2.png,d,2.0,1.0210151999999653,22,female,6,6,3,1,7,3,3,6,2,3
0,43639,dog1,11,stimuli/dogs/dog1.png,stimuli/dogs/dog2.png,k,2.0,3.599512499999946,22,female,6,6,3,1,7,3,3,6,2,3
0,43639,dog1,12,stimuli/dogs/dog4.png,stimuli/dogs/dog1.png,d,2.0,1.38382829999955,22,female,6,6,3,1,7,3,3,6,2,3
0,43639,dog1,13,stimuli/dogs/dog6.png,stimuli/dogs/dog8.png,k,2.0,1.5864710999994713,22,female,6,6,3,1,7,3,3,6,2,3
0,43639,dog1,14,stimuli/dogs/dog6.png,stimuli/dogs/dog3.png,d,2.0,2.4850531000001865,22,female,6,6,3,1,7,3,3,6,2,3
0,43639,dog1,15,stimuli/dogs/dog8.png,stimuli/dogs/dog1.png,d,2.0,2.635975999999573,22,female,6,6,3,1,7,3,3,6,2,3
0,43639,dog1,16,stimuli/dogs/dog6.png,stimuli/dogs/dog6.png,q,2.0,2.262507300000834,22,female,6,6,3,1,7,3,3,6,2,3
0,43639,dog1,17,stimuli/dogs/dog7.png,stimuli/dogs/dog4.png,d,2.0,3.9966851999997743,22,female,6,6,3,1,7,3,3,6,2,3
0,43639,dog1,18,stimuli/dogs/dog4.png,stimuli/dogs/dog2.png,d,2.0,1.884111700000176,22,female,6,6,3,1,7,3,3,6,2,3
