,id,block,trial,stimA,stimB,choice,condition,rt,age,gender,familiarity,familiarity_health,uniqueness_1,uniqueness_2,uniqueness_3,uniqueness_4,anxiety_1,anxiety_2,anxiety_3,anxiety_4
0,37609,citrus,0,stimuli/citrus/6.png,stimuli/citrus/1.png,d,0.0,1.5023416000003635,21,male,7,6,1,1,7,1,3,6,2,6
0,37609,citrus,1,stimuli/citrus/1.png,stimuli/citrus/5.png,k,0.0,1.6185374999995474,21,male,7,6,1,1,7,1,3,6,2,6
0,37609,citrus,2,stimuli/citrus/ref_image.jpg,stimuli/citrus/4.png,k,0.0,2.4942627999998876,21,male,7,6,1,1,7,1,3,6,2,6
0,37609,citrus,3,stimuli/citrus/6.png,stimuli/citrus/5.png,d,0.0,0.7882823999998436,21,male,7,6,1,1,7,1,3,6,2,6
0,37609,citrus,4,stimuli/citrus/4.png,stimuli/citrus/6.png,d,0.0,0.8032152000005226,21,male,7,6,1,1,7,1,3,6,2,6
0,37609,citrus,5,stimuli/citrus/5.png,stimuli/citrus/5.png,q,0.0,1.795853999999963,21,male,7,6,1,1,7,1,3,6,2,6
0,37609,citrus,6,stimuli/citrus/ref_image.jpg,stimuli/citrus/5.png,d,0.0,1.0229004000002533,21,male,7,6,1,1,7,1,3,6,2,6
0,37609,citrus,7,stimuli/citrus/5.png,stimuli/citrus/3.png,k,0.0,0.8942034000001513,21,male,7,6,1,1,7,1,3,6,2,6
0,37609,citrus,8,stimuli/citrus/4.png,stimuli/citrus/3.png,d,0.0,0.8333103000004485,21,male,7,6,1,1,7,1,3,6,2,6
0,37609,citrus,9,stimuli/citrus/4.png,stimuli/citrus/5.png,d,0.0,0.7928378000005978,21,male,7,6,1,1,7,1,3,6,2,6
0,37609,citrus,10,stimuli/citrus/1.png,stimuli/citrus/4.png,k,0.0,0.5955024000004414,21,male,7,6,1,1,7,1,3,6,2,6
0,37609,citrus,11,stimuli/citrus/6.png,stimuli/citrus/3.png,k,0.0,1.0365961999996216,21,male,7,6,1,1,7,1,3,6,2,6
0,37609,citrus,12,stimuli/citrus/3.png,stimuli/citrus/1.png,k,0.0,0.9504657999996198,21,male,7,6,1,1,7,1,3,6,2,6
0,37609,citrus,13,stimuli/citrus/ref_image.jpg,stimuli/citrus/6.png,d,0.0,0.7917184999996607,21,male,7,6,1,1,7,1,3,6,2,6
0,37609,citrus,14,stimuli/citrus/ref_image.jpg,stimuli/citrus/1.png,d,0.0,0.7964537999996537,21,male,7,6,1,1,7,1,3,6,2,6
0,37609,citrus,15,stimuli/citrus/ref_image.jpg,stimuli/citrus/3.png,d,0.0,0.8370850999999675,21,male,7,6,1,1,7,1,3,6,2,6
0,37609,dog1,0,stimuli/dogs/dog8.png,stimuli/dogs/dog4.png,d,0.0,1.9396656999997504,21,male,7,6,1,1,7,1,3,6,2,6
