,id,condition,block,trial,stimA,stimB,choice,rt
0,1,2,dog3,2,stimuli/dogs/dog8.png,stimuli/dogs/dog2.png,k,1.3203632831573486
,id,condition,block,trial,stimA,stimB,choice,rt
0,1,1,citrus,0,stimuli/citrus/4.png,stimuli/citrus/4.png,q,2.4068121910095215
0,1,1,citrus,1,stimuli/citrus/4.png,stimuli/citrus/ref_image.jpg,k,1.517115831375122
0,1,1,citrus,2,stimuli/citrus/6.png,stimuli/citrus/3.png,k,1.0195231437683105
0,1,1,dog1,0,stimuli/dogs/dog6.png,stimuli/dogs/dog5.png,d,0.6979732513427734
0,1,1,dog1,1,stimuli/dogs/dog2.png,stimuli/dogs/dog4.png,k,0.7045729160308838
0,1,1,dog1,2,stimuli/dogs/dog2.png,stimuli/dogs/dog7.png,d,1.4382476806640625
0,1,1,dog2,0,stimuli/dogs/dog4.png,stimuli/dogs/dog3.png,d,2.1791555881500244
0,1,1,dog2,1,stimuli/dogs/dog7.png,stimuli/dogs/dog3.png,d,1.3262648582458496
0,1,1,dog2,2,stimuli/dogs/dog2.png,stimuli/dogs/dog4.png,d,0.9664077758789062
0,1,1,dog3,0,stimuli/dogs/dog3.png,stimuli/dogs/dog6.png,d,2.159066915512085
0,1,1,dog3,1,stimuli/dogs/dog1.png,stimuli/dogs/dog3.png,k,0.4707765579223633
0,1,1,dog3,2,stimuli/dogs/dog5.png,stimuli/dogs/dog4.png,k,0.6959137916564941
