,id,block,trial,stimA,stimB,choice,condition,rt,age,gender,familiarity,familiarity_health,uniqueness_1,uniqueness_2,uniqueness_3,uniqueness_4,anxiety_1,anxiety_2,anxiety_3,anxiety_4
0,42580,citrus,0,stimuli/citrus/6.png,stimuli/citrus/4.png,k,2.0,2.518087600000399,19,male,6,6,3,2,7,1,3,5,4,6
0,42580,citrus,1,stimuli/citrus/4.png,stimuli/citrus/3.png,d,2.0,1.5911846999997579,19,male,6,6,3,2,7,1,3,5,4,6
0,42580,citrus,2,stimuli/citrus/5.png,stimuli/citrus/6.png,k,2.0,2.0819947999998476,19,male,6,6,3,2,7,1,3,5,4,6
0,42580,citrus,3,stimuli/citrus/6.png,stimuli/citrus/1.png,k,2.0,1.8447727000002487,19,male,6,6,3,2,7,1,3,5,4,6
0,42580,citrus,4,stimuli/citrus/5.png,stimuli/citrus/1.png,k,2.0,1.4654295000000275,19,male,6,6,3,2,7,1,3,5,4,6
0,42580,citrus,5,stimuli/citrus/4.png,stimuli/citrus/5.png,d,2.0,1.357764700000189,19,male,6,6,3,2,7,1,3,5,4,6
0,42580,citrus,6,stimuli/citrus/ref_image.jpg,stimuli/citrus/3.png,d,2.0,2.109518599999319,19,male,6,6,3,2,7,1,3,5,4,6
0,42580,citrus,7,stimuli/citrus/ref_image.jpg,stimuli/citrus/4.png,d,2.0,1.63830710000002,19,male,6,6,3,2,7,1,3,5,4,6
0,42580,citrus,8,stimuli/citrus/ref_image.jpg,stimuli/citrus/1.png,d,2.0,3.0655193000002328,19,male,6,6,3,2,7,1,3,5,4,6
0,42580,citrus,9,stimuli/citrus/3.png,stimuli/citrus/1.png,k,2.0,1.5305236000003788,19,male,6,6,3,2,7,1,3,5,4,6
0,42580,citrus,10,stimuli/citrus/ref_image.jpg,stimuli/citrus/5.png,d,2.0,1.3004462999997486,19,male,6,6,3,2,7,1,3,5,4,6
0,42580,citrus,11,stimuli/citrus/1.png,stimuli/citrus/4.png,k,2.0,1.6437848999994458,19,male,6,6,3,2,7,1,3,5,4,6
0,42580,citrus,12,stimuli/citrus/3.png,stimuli/citrus/6.png,d,2.0,2.2778220999998666,19,male,6,6,3,2,7,1,3,5,4,6
0,42580,citrus,13,stimuli/citrus/ref_image.jpg,stimuli/citrus/6.png,d,2.0,1.6680112000003646,19,male,6,6,3,2,7,1,3,5,4,6
0,42580,citrus,14,stimuli/citrus/3.png,stimuli/citrus/5.png,d,2.0,1.609985900000538,19,male,6,6,3,2,7,1,3,5,4,6
0,42580,citrus,15,stimuli/citrus/6.png,stimuli/citrus/6.png,q,2.0,2.192448300000251,19,male,6,6,3,2,7,1,3,5,4,6
0,42580,dog1,0,stimuli/dogs/dog6.png,stimuli/dogs/dog2.png,d,2.0,1.5832968000004257,19,male,6,6,3,2,7,1,3,5,4,6
0,42580,dog1,1,stimuli/dogs/dog8.png,stimuli/dogs/dog7.png,d,2.0,1.9533745999997336,19,male,6,6,3,2,7,1,3,5,4,6
