,id,condition,block,trial,stimA,stimB,choice,rt
0,num_4num_4num_0num_0num_2,1,citrus,0,stimuli/citrus/3.png,stimuli/citrus/4.png,timeout,4
0,num_4num_4num_0num_0num_2,1,citrus,1,stimuli/citrus/3.png,stimuli/citrus/ref_image.jpg,k,0.4969842999998946
0,num_4num_4num_0num_0num_2,1,citrus,2,stimuli/citrus/6.png,stimuli/citrus/1.png,k,1.8130882000000383
0,num_4num_4num_0num_0num_2,1,citrus,3,stimuli/citrus/ref_image.jpg,stimuli/citrus/5.png,d,0.9320060000000012
0,num_4num_4num_0num_0num_2,1,citrus,4,stimuli/citrus/5.png,stimuli/citrus/5.png,timeout,4
0,num_4num_4num_0num_0num_2,1,citrus,5,stimuli/citrus/4.png,stimuli/citrus/ref_image.jpg,timeout,4
0,num_4num_4num_0num_0num_2,1,citrus,6,stimuli/citrus/3.png,stimuli/citrus/6.png,k,2.6691677000003438
0,num_4num_4num_0num_0num_2,1,citrus,7,stimuli/citrus/4.png,stimuli/citrus/1.png,k,1.5792827000000216
0,num_4num_4num_0num_0num_2,1,citrus,8,stimuli/citrus/1.png,stimuli/citrus/5.png,d,2.3911755999997695
0,num_4num_4num_0num_0num_2,1,citrus,9,stimuli/citrus/5.png,stimuli/citrus/6.png,timeout,4
0,num_4num_4num_0num_0num_2,1,citrus,10,stimuli/citrus/ref_image.jpg,stimuli/citrus/6.png,d,1.3687708000002203
0,num_4num_4num_0num_0num_2,1,citrus,11,stimuli/citrus/3.png,stimuli/citrus/1.png,k,1.4389507000000776
0,num_4num_4num_0num_0num_2,1,citrus,12,stimuli/citrus/1.png,stimuli/citrus/ref_image.jpg,d,1.6019420999996328
0,num_4num_4num_0num_0num_2,1,citrus,13,stimuli/citrus/3.png,stimuli/citrus/5.png,d,2.643798699999934
0,num_4num_4num_0num_0num_2,1,citrus,14,stimuli/citrus/4.png,stimuli/citrus/6.png,d,1.151474700000108
0,num_4num_4num_0num_0num_2,1,citrus,15,stimuli/citrus/5.png,stimuli/citrus/4.png,k,1.6113477000003513
0,num_4num_4num_0num_0num_2,1,dog1,0,stimuli/dogs/dog8.png,stimuli/dogs/dog5.png,timeout,4
0,num_4num_4num_0num_0num_2,1,dog1,1,stimuli/dogs/dog3.png,stimuli/dogs/dog8.png,k,1.0319655000002967
0,num_4num_4num_0num_0num_2,1,dog1,2,stimuli/dogs/dog8.png,stimuli/dogs/dog6.png,d,2.186402299999827
0,num_4num_4num_0num_0num_2,1,dog1,3,stimuli/dogs/dog4.png,stimuli/dogs/dog2.png,d,1.498269000000164
0,num_4num_4num_0num_0num_2,1,dog1,4,stimuli/dogs/dog7.png,stimuli/dogs/dog3.png,d,2.5726558999999725
0,num_4num_4num_0num_0num_2,1,dog1,5,stimuli/dogs/dog7.png,stimuli/dogs/dog1.png,d,3.6417608000001565
0,num_4num_4num_0num_0num_2,1,dog1,6,stimuli/dogs/dog8.png,stimuli/dogs/dog4.png,d,1.5313240999998925
0,num_4num_4num_0num_0num_2,1,dog1,7,stimuli/dogs/dog5.png,stimuli/dogs/dog6.png,k,1.634119499999997
0,num_4num_4num_0num_0num_2,1,dog1,8,stimuli/dogs/dog5.png,stimuli/dogs/dog7.png,k,1.2291512000001603
0,num_4num_4num_0num_0num_2,1,dog1,9,stimuli/dogs/dog6.png,stimuli/dogs/dog2.png,d,0.8856943999999203
0,num_4num_4num_0num_0num_2,1,dog1,10,stimuli/dogs/dog1.png,stimuli/dogs/dog5.png,k,0.982017000000269
0,num_4num_4num_0num_0num_2,1,dog1,11,stimuli/dogs/dog2.png,stimuli/dogs/dog8.png,k,2.0570450000000164
0,num_4num_4num_0num_0num_2,1,dog1,12,stimuli/dogs/dog4.png,stimuli/dogs/dog7.png,k,1.3104825999998866
0,num_4num_4num_0num_0num_2,1,dog1,13,stimuli/dogs/dog2.png,stimuli/dogs/dog5.png,k,1.3179880000002413
0,num_4num_4num_0num_0num_2,1,dog1,14,stimuli/dogs/dog1.png,stimuli/dogs/dog3.png,k,0.8435319000000163
0,num_4num_4num_0num_0num_2,1,dog1,15,stimuli/dogs/dog2.png,stimuli/dogs/dog7.png,k,0.8755469000002449
0,num_4num_4num_0num_0num_2,1,dog1,16,stimuli/dogs/dog1.png,stimuli/dogs/dog4.png,k,1.2648980999997548
0,num_4num_4num_0num_0num_2,1,dog1,17,stimuli/dogs/dog6.png,stimuli/dogs/dog6.png,q,3.0411313000004156
0,num_4num_4num_0num_0num_2,1,dog1,18,stimuli/dogs/dog4.png,stimuli/dogs/dog5.png,timeout,4
0,num_4num_4num_0num_0num_2,1,dog1,19,stimuli/dogs/dog2.png,stimuli/dogs/dog3.png,k,0.8413634999997157
0,num_4num_4num_0num_0num_2,1,dog1,20,stimuli/dogs/dog2.png,stimuli/dogs/dog1.png,k,1.6380082999999104
0,num_4num_4num_0num_0num_2,1,dog1,21,stimuli/dogs/dog3.png,stimuli/dogs/dog5.png,k,1.5072533000002295
0,num_4num_4num_0num_0num_2,1,dog1,22,stimuli/dogs/dog6.png,stimuli/dogs/dog3.png,d,2.7309079999999994
0,num_4num_4num_0num_0num_2,1,dog1,23,stimuli/dogs/dog1.png,stimuli/dogs/dog8.png,k,0.9458626999999069
0,num_4num_4num_0num_0num_2,1,dog1,24,stimuli/dogs/dog6.png,stimuli/dogs/dog7.png,k,1.2145934999998644
0,num_4num_4num_0num_0num_2,1,dog1,25,stimuli/dogs/dog4.png,stimuli/dogs/dog6.png,k,1.818010200000117
0,num_4num_4num_0num_0num_2,1,dog1,26,stimuli/dogs/dog8.png,stimuli/dogs/dog7.png,k,1.246398699999645
0,num_4num_4num_0num_0num_2,1,dog1,27,stimuli/dogs/dog4.png,stimuli/dogs/dog3.png,k,2.1597814000001563
0,num_4num_4num_0num_0num_2,1,dog1,28,stimuli/dogs/dog1.png,stimuli/dogs/dog6.png,k,1.343964500000311
