,id,block,trial,stimA,stimB,choice,condition,rt,age,gender,familiarity,familiarity_health,uniqueness_1,uniqueness_2,uniqueness_3,uniqueness_4,anxiety_1,anxiety_2,anxiety_3,anxiety_4
0,38788,citrus,0,stimuli/citrus/4.png,stimuli/citrus/4.png,timeout,0.0,4.0,21,male,7,7,1,1,7,1,3,6,3,5
0,38788,citrus,1,stimuli/citrus/5.png,stimuli/citrus/4.png,k,0.0,2.976888400000007,21,male,7,7,1,1,7,1,3,6,3,5
0,38788,citrus,2,stimuli/citrus/6.png,stimuli/citrus/ref_image.jpg,timeout,0.0,4.0,21,male,7,7,1,1,7,1,3,6,3,5
0,38788,citrus,3,stimuli/citrus/1.png,stimuli/citrus/6.png,d,0.0,2.3272861000000375,21,male,7,7,1,1,7,1,3,6,3,5
0,38788,citrus,4,stimuli/citrus/4.png,stimuli/citrus/6.png,k,0.0,1.5873286999999436,21,male,7,7,1,1,7,1,3,6,3,5
0,38788,citrus,5,stimuli/citrus/1.png,stimuli/citrus/4.png,k,0.0,1.4126907999998366,21,male,7,7,1,1,7,1,3,6,3,5
0,38788,citrus,6,stimuli/citrus/3.png,stimuli/citrus/6.png,d,0.0,1.3345666000000165,21,male,7,7,1,1,7,1,3,6,3,5
0,38788,citrus,7,stimuli/citrus/3.png,stimuli/citrus/ref_image.jpg,k,0.0,1.8036645999995926,21,male,7,7,1,1,7,1,3,6,3,5
0,38788,citrus,8,stimuli/citrus/ref_image.jpg,stimuli/citrus/4.png,k,0.0,1.5648966000003384,21,male,7,7,1,1,7,1,3,6,3,5
0,38788,citrus,9,stimuli/citrus/1.png,stimuli/citrus/5.png,d,0.0,1.3332000000000335,21,male,7,7,1,1,7,1,3,6,3,5
0,38788,citrus,10,stimuli/citrus/6.png,stimuli/citrus/5.png,d,0.0,1.2843416999999135,21,male,7,7,1,1,7,1,3,6,3,5
0,38788,citrus,11,stimuli/citrus/1.png,stimuli/citrus/3.png,d,0.0,1.7976508000001559,21,male,7,7,1,1,7,1,3,6,3,5
